"LINESTRING( 86.7190933228 22.8413944244 , 86.7223205566 22.8289470673 )" : 0
"LINESTRING( 86.7190933228 22.8413944244 , 86.7483596802 22.8481731415 )" : 0
"LINESTRING( 86.7223205566 22.8289470673 , 86.7190551758 22.8052425385 )" : 0
"LINESTRING( 86.723991394 23.1217670441 , 86.729927063 23.1237258911 )" : 1
"LINESTRING( 86.7251586914 22.9125156403 , 86.7280273438 22.912071228 )" : 0
"LINESTRING( 86.7251586914 22.9125156403 , 86.7281341553 22.9202785492 )" : 0
"LINESTRING( 86.7256851196 22.7588329315 , 86.7148208618 22.7689380646 )" : 0
"LINESTRING( 86.7256851196 22.7588329315 , 86.7390365601 22.7719421387 )" : 0
"LINESTRING( 86.7259979248 22.8948135376 , 86.7120819092 22.9204063416 )" : 0
"LINESTRING( 86.7259979248 22.8948135376 , 86.717880249 22.8823356628 )" : 0
"LINESTRING( 86.7259979248 22.8948135376 , 86.7289733887 22.9053382874 )" : 0
"LINESTRING( 86.7276992798 23.1254196167 , 86.729927063 23.1237258911 )" : 1
"LINESTRING( 86.7286911011 22.8285961151 , 86.7223205566 22.8289470673 )" : 0
"LINESTRING( 86.7286911011 22.8285961151 , 86.7353897095 22.8167552948 )" : 0
"LINESTRING( 86.7286911011 22.8285961151 , 86.7387542725 22.8233337402 )" : 0
"LINESTRING( 86.7286911011 22.8285961151 , 86.7399978638 22.8332633972 )" : 0
"LINESTRING( 86.7289733887 22.9053382874 , 86.7280273438 22.912071228 )" : 0
"LINESTRING( 86.7292709351 22.8846626282 , 86.717880249 22.8823356628 )" : 0
"LINESTRING( 86.7292709351 22.8846626282 , 86.7326202393 22.8847579956 )" : 0
"LINESTRING( 86.7292709351 22.8846626282 , 86.7347183228 22.8986244202 )" : 0
"LINESTRING( 86.7297897339 22.7548542023 , 86.7256851196 22.7588329315 )" : 0
"LINESTRING( 86.7308349609 22.7499027252 , 86.7273330688 22.7438983917 )" : 0
"LINESTRING( 86.7308349609 22.7499027252 , 86.7297897339 22.7548542023 )" : 0
"LINESTRING( 86.7324676514 23.1222057343 , 86.729927063 23.1237258911 )" : 1
"LINESTRING( 86.7324676514 23.1222057343 , 86.7361068726 23.1209335327 )" : 1
"LINESTRING( 86.7331695557 23.1047439575 , 86.7361068726 23.1209335327 )" : 1
"LINESTRING( 86.7335205078 23.1436195374 , 86.7366790771 23.1424388885 )" : 1
"LINESTRING( 86.7335205078 23.1436195374 , 86.7424163818 23.156419754 )" : 1
"LINESTRING( 86.7337799072 22.9298973083 , 86.7120819092 22.9204063416 )" : 0
"LINESTRING( 86.7337799072 22.9298973083 , 86.7281341553 22.9202785492 )" : 0
"LINESTRING( 86.7337799072 22.9298973083 , 86.7350997925 22.9321403503 )" : 0
"LINESTRING( 86.7343597412 23.0129718781 , 86.7307739258 23.0159568787 )" : 4
"LINESTRING( 86.7343597412 23.0129718781 , 86.7376251221 23.0052261353 )" : 2
"LINESTRING( 86.7347183228 22.8986244202 , 86.737487793 22.8996219635 )" : 0
"LINESTRING( 86.7353897095 22.8167552948 , 86.7336044312 22.8063220978 )" : 0
"LINESTRING( 86.7353897095 22.8167552948 , 86.7387542725 22.8233337402 )" : 0
"LINESTRING( 86.7357254028 22.9062423706 , 86.7289733887 22.9053382874 )" : 0
"LINESTRING( 86.7357254028 22.9062423706 , 86.7347183228 22.8986244202 )" : 0
"LINESTRING( 86.7357254028 22.9062423706 , 86.7364501953 22.9085006714 )" : 0
"LINESTRING( 86.7357254028 22.9062423706 , 86.7566375732 22.9073162079 )" : 0
"LINESTRING( 86.7357711792 22.8855838776 , 86.7326202393 22.8847579956 )" : 0
"LINESTRING( 86.7357711792 22.8855838776 , 86.7477340698 22.8783397675 )" : 0
"LINESTRING( 86.7366333008 22.9116954803 , 86.7280273438 22.912071228 )" : 0
"LINESTRING( 86.7366333008 22.9116954803 , 86.7364501953 22.9085006714 )" : 0
"LINESTRING( 86.7366333008 22.9116954803 , 86.7370758057 22.917224884 )" : 0
"LINESTRING( 86.7370758057 22.917224884 , 86.7281341553 22.9202785492 )" : 0
"LINESTRING( 86.7375946045 22.9365959167 , 86.7350997925 22.9321403503 )" : 0
"LINESTRING( 86.7375946045 22.9365959167 , 86.7492446899 22.9568729401 )" : 2
"LINESTRING( 86.7379150391 22.9318237305 , 86.7350997925 22.9321403503 )" : 0
"LINESTRING( 86.7379150391 22.9318237305 , 86.7375946045 22.9365959167 )" : 4
"LINESTRING( 86.7379150391 22.9318237305 , 86.7487716675 22.9286823273 )" : 0
"LINESTRING( 86.7386245728 22.8589515686 , 86.7191085815 22.850812912 )" : 0
"LINESTRING( 86.7386245728 22.8589515686 , 86.7405395508 22.8577919006 )" : 0
"LINESTRING( 86.7390365601 22.7719421387 , 86.7400970459 22.7747917175 )" : 0
"LINESTRING( 86.7390518188 23.1204719543 , 86.7361068726 23.1209335327 )" : 1
"LINESTRING( 86.7392730713 22.918756485 , 86.7366333008 22.9116954803 )" : 0
"LINESTRING( 86.7392730713 22.918756485 , 86.7370758057 22.917224884 )" : 0
"LINESTRING( 86.7392730713 22.918756485 , 86.7415237427 22.9193344116 )" : 0
"LINESTRING( 86.7400970459 22.7747917175 , 86.7148208618 22.7689380646 )" : 0
"LINESTRING( 86.7415466309 23.1420230865 , 86.7366790771 23.1424388885 )" : 1
"LINESTRING( 86.7415618896 23.0097332001 , 86.7343597412 23.0129718781 )" : 2
"LINESTRING( 86.7417831421 23.1364459991 , 86.7361068726 23.1209335327 )" : 1
"LINESTRING( 86.7417831421 23.1364459991 , 86.7366790771 23.1424388885 )" : 1
"LINESTRING( 86.7417831421 23.1364459991 , 86.7514343262 23.1331653595 )" : 1
"LINESTRING( 86.7424163818 23.156419754 , 86.739982605 23.1579036713 )" : 4
"LINESTRING( 86.7424163818 23.156419754 , 86.7502059937 23.1591243744 )" : 1
"LINESTRING( 86.7427062988 23.1171989441 , 86.7390518188 23.1204719543 )" : 1
"LINESTRING( 86.7427062988 23.1171989441 , 86.7396316528 23.1144981384 )" : 1
"LINESTRING( 86.7427062988 23.1171989441 , 86.7448959351 23.115606308 )" : 1
"LINESTRING( 86.7448959351 23.115606308 , 86.7535476685 23.116601944 )" : 1
"LINESTRING( 86.7456130981 23.0654602051 , 86.742729187 23.0668144226 )" : 1
"LINESTRING( 86.7456130981 23.0654602051 , 86.7453155518 23.0691642761 )" : 4
"LINESTRING( 86.7456130981 23.0654602051 , 86.7476119995 23.0608348846 )" : 1
"LINESTRING( 86.7465591431 22.9593849182 , 86.7214279175 22.985666275 )" : 4
"LINESTRING( 86.7465591431 22.9593849182 , 86.7492446899 22.9568729401 )" : 4
"LINESTRING( 86.7477340698 22.8783397675 , 86.7386245728 22.8589515686 )" : 0
"LINESTRING( 86.7481307983 22.8253726959 , 86.7387542725 22.8233337402 )" : 0
"LINESTRING( 86.7481307983 22.8253726959 , 86.7399978638 22.8332633972 )" : 0
"LINESTRING( 86.7482376099 23.1126270294 , 86.7448959351 23.115606308 )" : 1
"LINESTRING( 86.7482376099 23.1126270294 , 86.7482528687 23.1048431396 )" : 4
"LINESTRING( 86.7482376099 23.1126270294 , 86.7535476685 23.116601944 )" : 1
"LINESTRING( 86.7483596802 22.8481731415 , 86.7399978638 22.8332633972 )" : 0
"LINESTRING( 86.7487716675 22.9286823273 , 86.7415237427 22.9193344116 )" : 0
"LINESTRING( 86.7491607666 23.0641040802 , 86.7456130981 23.0654602051 )" : 1
"LINESTRING( 86.7491607666 23.0641040802 , 86.7476119995 23.0608348846 )" : 1
"LINESTRING( 86.7491607666 23.0641040802 , 86.7510147095 23.0690116882 )" : 1
"LINESTRING( 86.7498245239 22.7927474976 , 86.7190551758 22.8052425385 )" : 0
"LINESTRING( 86.7498245239 22.7927474976 , 86.7504119873 22.7971668243 )" : 0
"LINESTRING( 86.7498245239 22.7927474976 , 86.7727127075 22.7790260315 )" : 0
"LINESTRING( 86.7499847412 22.8507728577 , 86.7483596802 22.8481731415 )" : 0
"LINESTRING( 86.7499847412 22.8507728577 , 86.7528305054 22.8539066315 )" : 0
"LINESTRING( 86.750038147 22.8266334534 , 86.7481307983 22.8253726959 )" : 0
"LINESTRING( 86.7504043579 22.7491912842 , 86.7308349609 22.7499027252 )" : 0
"LINESTRING( 86.7504043579 22.7491912842 , 86.858833313 22.7033901215 )" : 0
"LINESTRING( 86.7508621216 23.1012401581 , 86.7482528687 23.1048431396 )" : 1
"LINESTRING( 86.7510147095 23.0690116882 , 86.7453155518 23.0691642761 )" : 1
"LINESTRING( 86.7510147095 23.0690116882 , 86.7637634277 23.0625457764 )" : 1
"LINESTRING( 86.7510147095 23.0690116882 , 86.768081665 23.0871124268 )" : 1
"LINESTRING( 86.7514343262 23.1331653595 , 86.7626876831 23.1221485138 )" : 1
"LINESTRING( 86.7518310547 23.0546398163 , 86.7476119995 23.0608348846 )" : 2
"LINESTRING( 86.7518310547 23.0546398163 , 86.7477722168 23.0422801971 )" : 2
"LINESTRING( 86.7528305054 22.8539066315 , 86.7405395508 22.8577919006 )" : 0
"LINESTRING( 86.7528305054 22.8539066315 , 86.759979248 22.8352031708 )" : 0
"LINESTRING( 86.7528305054 22.8539066315 , 86.7692489624 22.8553218842 )" : 0
"LINESTRING( 86.7529983521 23.0996208191 , 86.7502822876 23.0984859467 )" : 1
"LINESTRING( 86.7529983521 23.0996208191 , 86.7508621216 23.1012401581 )" : 1
"LINESTRING( 86.7529983521 23.0996208191 , 86.7546463013 23.0983810425 )" : 1
"LINESTRING( 86.7557830811 22.7674541473 , 86.7390365601 22.7719421387 )" : 0
"LINESTRING( 86.7557830811 22.7674541473 , 86.7642593384 22.7579650879 )" : 0
"LINESTRING( 86.7557830811 22.7674541473 , 86.7727127075 22.7790260315 )" : 0
"LINESTRING( 86.7564544678 23.054265976 , 86.7518310547 23.0546398163 )" : 2
"LINESTRING( 86.7564544678 23.054265976 , 86.7637634277 23.0625457764 )" : 1
"LINESTRING( 86.7564544678 23.054265976 , 86.7802505493 23.0411643982 )" : 2
"LINESTRING( 86.7564926147 22.8315563202 , 86.750038147 22.8266334534 )" : 0
"LINESTRING( 86.7564926147 22.8315563202 , 86.759979248 22.8352031708 )" : 0
"LINESTRING( 86.756729126 23.1504383087 , 86.7602996826 23.1502246857 )" : 1
"LINESTRING( 86.7569274902 22.9566192627 , 86.7492446899 22.9568729401 )" : 2
"LINESTRING( 86.7569274902 22.9566192627 , 86.7600021362 22.9566879272 )" : 2
"LINESTRING( 86.7569274902 22.9566192627 , 86.7627639771 22.9524383545 )" : 2
"LINESTRING( 86.7570037842 22.924446106 , 86.7487716675 22.9286823273 )" : 0
"LINESTRING( 86.7570037842 22.924446106 , 86.7579956055 22.9090614319 )" : 0
"LINESTRING( 86.7570037842 22.924446106 , 86.7601928711 22.9326705933 )" : 2
"LINESTRING( 86.7579956055 22.9090614319 , 86.7566375732 22.9073162079 )" : 0
"LINESTRING( 86.7579956055 23.0254592896 , 86.7602539062 23.0271492004 )" : 2
"LINESTRING( 86.7579956055 22.9090614319 , 86.7627258301 22.9045848846 )" : 0
"LINESTRING( 86.759979248 22.8352031708 , 86.7696228027 22.8342323303 )" : 0
"LINESTRING( 86.759979248 22.8352031708 , 86.7739334106 22.8543376923 )" : 0
"LINESTRING( 86.7601928711 22.9326705933 , 86.7487716675 22.9286823273 )" : 2
"LINESTRING( 86.7601928711 22.9326705933 , 86.7606811523 22.9346809387 )" : 2
"LINESTRING( 86.7602996826 23.1502246857 , 86.7606124878 23.1482219696 )" : 1
"LINESTRING( 86.7610015869 23.1682243347 , 86.7502059937 23.1591243744 )" : 1
"LINESTRING( 86.7610015869 23.1682243347 , 86.7626800537 23.1806259155 )" : 1
"LINESTRING( 86.761505127 23.0288028717 , 86.7602539062 23.0271492004 )" : 4
"LINESTRING( 86.761505127 23.0288028717 , 86.7712097168 23.0236473083 )" : 4
"LINESTRING( 86.761505127 23.0288028717 , 86.7802505493 23.0411643982 )" : 2
"LINESTRING( 86.7615661621 22.902009964 , 86.7533340454 22.8859386444 )" : 0
"LINESTRING( 86.7617645264 23.097360611 , 86.7546463013 23.0983810425 )" : 1
"LINESTRING( 86.7617645264 23.097360611 , 86.7607574463 23.1054592133 )" : 1
"LINESTRING( 86.7618331909 23.134557724 , 86.7514343262 23.1331653595 )" : 1
"LINESTRING( 86.7618331909 23.134557724 , 86.7661895752 23.1342277527 )" : 1
"LINESTRING( 86.7622146606 22.800863266 , 86.7504119873 22.7971668243 )" : 0
"LINESTRING( 86.7626495361 23.1464233398 , 86.7606124878 23.1482219696 )" : 1
"LINESTRING( 86.7626495361 23.1464233398 , 86.7618331909 23.134557724 )" : 1
"LINESTRING( 86.7626495361 23.1464233398 , 86.7673873901 23.1438350677 )" : 1
"LINESTRING( 86.7626724243 23.1829433441 , 86.760093689 23.1825370789 )" : 1
"LINESTRING( 86.7626724243 23.1829433441 , 86.7626800537 23.1806259155 )" : 1
"LINESTRING( 86.7626724243 23.1829433441 , 86.7651367188 23.1846408844 )" : 1
"LINESTRING( 86.7626876831 23.1221485138 , 86.7535476685 23.116601944 )" : 1
"LINESTRING( 86.7627258301 22.9045848846 , 86.7615661621 22.902009964 )" : 0
"LINESTRING( 86.7627258301 22.8306846619 , 86.7696228027 22.8342323303 )" : 0
"LINESTRING( 86.7636795044 23.1520500183 , 86.7602996826 23.1502246857 )" : 3
"LINESTRING( 86.7637634277 23.0625457764 , 86.7670516968 23.0672855377 )" : 1
"LINESTRING( 86.7639694214 23.097574234 , 86.7617645264 23.097360611 )" : 1
"LINESTRING( 86.7639694214 23.097574234 , 86.7676696777 23.0997028351 )" : 1
"LINESTRING( 86.7642593384 22.7579650879 , 86.7297897339 22.7548542023 )" : 0
"LINESTRING( 86.7645187378 22.9535770416 , 86.7627639771 22.9524383545 )" : 2
"LINESTRING( 86.7645187378 22.9535770416 , 86.7706298828 22.9431724548 )" : 2
"LINESTRING( 86.7645187378 22.9535770416 , 86.7786483765 22.9584655762 )" : 2
"LINESTRING( 86.7645721436 22.9404563904 , 86.7375946045 22.9365959167 )" : 2
"LINESTRING( 86.7645721436 22.9404563904 , 86.7606811523 22.9346809387 )" : 2
"LINESTRING( 86.7645721436 22.9404563904 , 86.7706298828 22.9431724548 )" : 2
"LINESTRING( 86.7651748657 23.0941886902 , 86.7639694214 23.097574234 )" : 1
"LINESTRING( 86.7651748657 23.0941886902 , 86.7777709961 23.0907268524 )" : 1
"LINESTRING( 86.7661895752 23.1342277527 , 86.7626876831 23.1221485138 )" : 1
"LINESTRING( 86.7668075562 23.0779819489 , 86.7670516968 23.0672855377 )" : 1
"LINESTRING( 86.7668304443 23.0893306732 , 86.7651748657 23.0941886902 )" : 1
"LINESTRING( 86.7668304443 23.0893306732 , 86.768081665 23.0871124268 )" : 1
"LINESTRING( 86.7670822144 23.151134491 , 86.7636795044 23.1520500183 )" : 1
"LINESTRING( 86.7671051025 22.8801651001 , 86.7788772583 22.9007053375 )" : 0
"LINESTRING( 86.7673873901 23.1438350677 , 86.7661895752 23.1342277527 )" : 1
"LINESTRING( 86.7673873901 23.1438350677 , 86.7945098877 23.152633667 )" : 3
"LINESTRING( 86.7689666748 23.0847415924 , 86.768081665 23.0871124268 )" : 1
"LINESTRING( 86.7689666748 23.0847415924 , 86.7777709961 23.0907268524 )" : 1
"LINESTRING( 86.76953125 23.1011676788 , 86.7607574463 23.1054592133 )" : 1
"LINESTRING( 86.76953125 23.1011676788 , 86.7676696777 23.0997028351 )" : 1
"LINESTRING( 86.7696228027 22.8342323303 , 86.7719573975 22.8349113464 )" : 0
"LINESTRING( 86.769859314 23.0825405121 , 86.7668075562 23.0779819489 )" : 1
"LINESTRING( 86.769859314 23.0825405121 , 86.7689666748 23.0847415924 )" : 1
"LINESTRING( 86.769859314 23.0825405121 , 86.7800827026 23.0715351105 )" : 1
"LINESTRING( 86.7699127197 22.9873447418 , 86.7915115356 22.9710464478 )" : 2
"LINESTRING( 86.7700881958 23.1615600586 , 86.7636795044 23.1520500183 )" : 1
"LINESTRING( 86.7700881958 23.1615600586 , 86.7664260864 23.1677360535 )" : 1
"LINESTRING( 86.7700881958 23.1615600586 , 86.7797012329 23.1669845581 )" : 1
"LINESTRING( 86.7706298828 22.9431724548 , 86.767288208 22.9308929443 )" : 2
"LINESTRING( 86.7707061768 23.1854133606 , 86.7626800537 23.1806259155 )" : 1
"LINESTRING( 86.7707061768 23.1854133606 , 86.7651367188 23.1846408844 )" : 1
"LINESTRING( 86.7707061768 23.1854133606 , 86.7839736938 23.1963043213 )" : 1
"LINESTRING( 86.7707061768 23.1854133606 , 86.784324646 23.1794261932 )" : 1
"LINESTRING( 86.7709884644 23.200674057 , 86.7651367188 23.1846408844 )" : 1
"LINESTRING( 86.7718276978 22.9466934204 , 86.7706298828 22.9431724548 )" : 2
"LINESTRING( 86.7725906372 23.0099277496 , 86.7760772705 23.008895874 )" : 2
"LINESTRING( 86.7727127075 22.7790260315 , 86.7942962646 22.770318985 )" : 0
"LINESTRING( 86.7732467651 23.0979747772 , 86.7676696777 23.0997028351 )" : 1
"LINESTRING( 86.7733459473 23.256313324 , 86.7841415405 23.2499370575 )" : 1
"LINESTRING( 86.7739334106 22.8543376923 , 86.7692489624 22.8553218842 )" : 0
"LINESTRING( 86.7739334106 22.8543376923 , 86.7832794189 22.8605289459 )" : 0
"LINESTRING( 86.7749862671 22.8008270264 , 86.7504119873 22.7971668243 )" : 0
"LINESTRING( 86.7760772705 23.008895874 , 86.7748336792 23.0062465668 )" : 2
"LINESTRING( 86.7765731812 22.9026470184 , 86.7627258301 22.9045848846 )" : 0
"LINESTRING( 86.7765731812 22.9026470184 , 86.7788772583 22.9007053375 )" : 0
"LINESTRING( 86.7767333984 23.1026859283 , 86.76953125 23.1011676788 )" : 3
"LINESTRING( 86.7767333984 23.1026859283 , 86.7754669189 23.0980815887 )" : 1
"LINESTRING( 86.7767333984 23.1026859283 , 86.7814254761 23.1076812744 )" : 1
"LINESTRING( 86.7779998779 23.2448806763 , 86.7921142578 23.2344379425 )" : 1
"LINESTRING( 86.7788772583 22.9007053375 , 86.7844924927 22.8801383972 )" : 0
"LINESTRING( 86.7788772583 22.9007053375 , 86.80103302 22.9003753662 )" : 2
"LINESTRING( 86.7794418335 23.0542602539 , 86.7737350464 23.0531959534 )" : 1
"LINESTRING( 86.7794418335 23.0542602539 , 86.781829834 23.0506477356 )" : 1
"LINESTRING( 86.7794799805 22.8063831329 , 86.7749862671 22.8008270264 )" : 0
"LINESTRING( 86.7794799805 22.8063831329 , 86.7771453857 22.829328537 )" : 0
"LINESTRING( 86.779876709 23.090139389 , 86.7777709961 23.0907268524 )" : 1
"LINESTRING( 86.7800827026 23.0715351105 , 86.7670516968 23.0672855377 )" : 1
"LINESTRING( 86.7808227539 22.8080863953 , 86.7794799805 22.8063831329 )" : 0
"LINESTRING( 86.7808227539 22.8080863953 , 86.7874298096 22.8051490784 )" : 0
"LINESTRING( 86.7809906006 22.953332901 , 86.7718276978 22.9466934204 )" : 2
"LINESTRING( 86.7809906006 22.953332901 , 86.7786483765 22.9584655762 )" : 2
"LINESTRING( 86.7809906006 22.953332901 , 86.796295166 22.9579639435 )" : 2
"LINESTRING( 86.7814254761 23.1076812744 , 86.7626876831 23.1221485138 )" : 1
"LINESTRING( 86.7814254761 23.1076812744 , 86.8081665039 23.1099681854 )" : 1
"LINESTRING( 86.7815933228 23.2858028412 , 86.7968902588 23.2870616913 )" : 1
"LINESTRING( 86.781829834 23.0506477356 , 86.7802505493 23.0411643982 )" : 1
"LINESTRING( 86.7819213867 22.9186687469 , 86.7570037842 22.924446106 )" : 2
"LINESTRING( 86.7819213867 22.9186687469 , 86.7765731812 22.9026470184 )" : 2
"LINESTRING( 86.7819213867 22.9186687469 , 86.7892684937 22.9258728027 )" : 2
"LINESTRING( 86.7819213867 22.9186687469 , 86.7997131348 22.9069099426 )" : 2
"LINESTRING( 86.7822570801 23.1715450287 , 86.7610015869 23.1682243347 )" : 1
"LINESTRING( 86.7822570801 23.1715450287 , 86.784324646 23.1794261932 )" : 1
"LINESTRING( 86.7822570801 23.1715450287 , 86.7870941162 23.1706352234 )" : 3
"LINESTRING( 86.7829971313 23.0732154846 , 86.7800827026 23.0715351105 )" : 1
"LINESTRING( 86.783241272 23.0614624023 , 86.7794418335 23.0542602539 )" : 1
"LINESTRING( 86.783241272 23.0614624023 , 86.7829971313 23.0732154846 )" : 1
"LINESTRING( 86.783241272 23.0614624023 , 86.7911224365 23.0599212646 )" : 1
"LINESTRING( 86.7832794189 22.8605289459 , 86.7841720581 22.8630657196 )" : 0
"LINESTRING( 86.784324646 23.1794261932 , 86.7891845703 23.1795978546 )" : 1
"LINESTRING( 86.7844924927 22.8801383972 , 86.7740097046 22.8789405823 )" : 0
"LINESTRING( 86.7844924927 22.8801383972 , 86.7967681885 22.8762836456 )" : 0
"LINESTRING( 86.784614563 23.1540813446 , 86.7922058105 23.1603412628 )" : 3
"LINESTRING( 86.7850189209 22.8298625946 , 86.7808227539 22.8080863953 )" : 0
"LINESTRING( 86.7851867676 23.1259479523 , 86.7661895752 23.1342277527 )" : 3
"LINESTRING( 86.7851867676 23.1259479523 , 86.7872390747 23.1256504059 )" : 1
"LINESTRING( 86.7853546143 23.0759620667 , 86.7829971313 23.0732154846 )" : 1
"LINESTRING( 86.7853546143 23.0759620667 , 86.7924575806 23.0867443085 )" : 1
