1,86.611289978,22.807756424
2,86.6223373413,22.8028640747
3,86.6294021606,22.8014183044
4,86.6269836426,22.8248825073
5,86.6318283081,22.7992248535
6,86.6335678101,22.8115901947
7,86.6351776123,22.8169174194
8,86.6361923218,22.8200359344
9,86.6316299438,22.8249549866
10,86.6584243774,22.8325328827
11,86.6366195679,22.7940921783
12,86.6389083862,22.81483078
13,86.646987915,22.8105697632
14,86.6428756714,22.7925872803
15,86.6446685791,22.8055801392
16,86.6479415894,22.791721344
17,86.6557769775,22.8030376434
18,86.6488571167,22.8146896362
19,86.6556091309,22.805557251
20,86.6789703369,22.8159980774
21,86.6478729248,22.8337631226
22,86.69871521,22.8504161835
23,86.6649093628,22.8249511719
24,86.6671600342,22.7774372101
25,86.6710891724,22.7796058655
26,86.6728973389,22.7694911957
27,86.6764450073,22.7791614532
28,86.6742630005,22.7805767059
29,86.684753418,22.7901802063
30,86.6748428345,22.8013706207
31,86.6836700439,22.7966976166
32,86.6848526001,22.8138027191
33,86.6965637207,22.8108463287
34,86.7015228271,22.840593338
35,86.6880722046,22.7939186096
36,86.6898727417,22.7928924561
37,86.6927947998,22.7919368744
38,86.6898880005,22.7784633636
39,86.70728302,22.7707633972
40,86.713394165,22.7863998413
41,86.6934509277,22.9314537048
42,86.7085494995,22.9222106934
43,86.693611145,22.7697792053
44,86.6804275513,22.7667274475
45,86.6929321289,22.7661266327
46,86.6942062378,22.8450393677
47,86.6963729858,22.8442935944
48,86.6970672607,22.9190979004
49,86.7093276978,22.8460254669
50,86.7013168335,22.9065570831
51,86.704574585,22.9018993378
52,86.7051239014,22.8383159637
53,86.7058486938,22.7562179565
54,86.7075805664,22.8706321716
55,86.7037734985,22.8709354401
56,86.7104415894,22.8586654663
57,86.717880249,22.8823356628
58,86.7078094482,22.8835334778
59,86.7162322998,22.8444766998
60,86.710319519,22.7688846588
61,86.7148208618,22.7689380646
62,86.7113265991,22.8568496704
63,86.7191085815,22.850812912
64,86.7120819092,22.9204063416
65,86.7251586914,22.9125156403
66,86.7400970459,22.7747917175
67,86.717414856,22.8425788879
68,86.7190551758,22.8052425385
69,86.7190933228,22.8413944244
70,86.7223205566,22.8289470673
71,86.7483596802,22.8481731415
72,86.723991394,23.1217670441
73,86.729927063,23.1237258911
74,86.7280273438,22.912071228
75,86.7281341553,22.9202785492
76,86.7256851196,22.7588329315
77,86.7390365601,22.7719421387
78,86.7259979248,22.8948135376
79,86.7289733887,22.9053382874
80,86.7276992798,23.1254196167
81,86.7286911011,22.8285961151
82,86.7353897095,22.8167552948
83,86.7387542725,22.8233337402
84,86.7399978638,22.8332633972
85,86.7292709351,22.8846626282
86,86.7326202393,22.8847579956
87,86.7347183228,22.8986244202
88,86.7297897339,22.7548542023
89,86.7308349609,22.7499027252
90,86.7273330688,22.7438983917
91,86.7324676514,23.1222057343
92,86.7361068726,23.1209335327
93,86.7331695557,23.1047439575
94,86.7335205078,23.1436195374
95,86.7366790771,23.1424388885
96,86.7424163818,23.156419754
97,86.7337799072,22.9298973083
98,86.7350997925,22.9321403503
99,86.7343597412,23.0129718781
100,86.7307739258,23.0159568787
101,86.7376251221,23.0052261353
102,86.737487793,22.8996219635
103,86.7336044312,22.8063220978
104,86.7357254028,22.9062423706
105,86.7364501953,22.9085006714
106,86.7566375732,22.9073162079
107,86.7357711792,22.8855838776
108,86.7477340698,22.8783397675
109,86.7366333008,22.9116954803
110,86.7370758057,22.917224884
111,86.7375946045,22.9365959167
112,86.7492446899,22.9568729401
113,86.7379150391,22.9318237305
114,86.7487716675,22.9286823273
115,86.7386245728,22.8589515686
116,86.7405395508,22.8577919006
117,86.7390518188,23.1204719543
118,86.7392730713,22.918756485
119,86.7415237427,22.9193344116
120,86.7415466309,23.1420230865
121,86.7415618896,23.0097332001
122,86.7417831421,23.1364459991
